218,快递,不错,整体,正面
218,效果,快,物流,正面
219,活动,很好,整体,正面
219,赠品,很好用,整体,正面
220,包装,快,物流,正面
220,快递,好,整体,正面
221,价,不错,整体,正面
221,_,喜欢,整体,正面
222,_,便宜,价格,正面
222,_,很便宜,价格,正面
223,涨价,很好,整体,正面
223,价,很好用,整体,正面
224,_,好用,整体,正面
224,_,好,整体,正面
225,_,_,_,_
226,_,很好,整体,正面
226,_,好,整体,正面
227,品质,好用,整体,正面
227,_,好,整体,正面
228,速度,快,物流,正面
228,_,大爱,整体,正面
229,_,可以,整体,正面
229,_,光滑,使用体验,正面
230,_,很好,整体,正面
230,_,很好用,整体,正面
231,物流,不错,整体,正面
231,_,快,物流,正面
232,物流,很好,整体,正面
232,价格,很快,物流,正面
233,好评,好评,整体,正面
233,_,好,整体,正面
234,_,好,整体,正面
234,_,一样,气味,正面
235,产品,好,整体,正面
235,_,还好,整体,正面
236,保湿,保湿,功效,正面
236,水,轻薄,使用体验,正面
237,_,好,整体,正面
237,_,挺好,整体,正面
238,_,优惠,价格,正面
238,_,贵了,价格,负面
239,吸收,很好,整体,正面
239,_,很喜欢,整体,正面
240,_,不错,整体,正面
241,补水,不错,整体,正面
241,精华,还可以,整体,正面
242,_,便宜,价格,正面
243,效果,很多,成分,正面
243,_,一般,整体,中性
244,_,不错,整体,正面
244,_,好用,整体,正面
245,速度,快,物流,正面
245,送货,_,物流,正面
246,服务,不错,整体,正面
246,性价比,很好,整体,正面
247,效果,不错,整体,正面
247,护肤,还不错,整体,正面
248,味道,很喜欢,整体,正面
248,美白,喜欢,整体,正面
249,_,挺好的,整体,正面
249,_,好,整体,正面
250,质量,不错,整体,正面
250,量,_,其他,正面
251,_,好用,整体,正面
251,_,好,整体,正面
252,_,过敏,使用体验,负面
253,服务,好用,整体,正面
253,客服,好,整体,正面
254,补水,好用,整体,正面
254,水,好,整体,正面
255,精华,好用,整体,正面
255,_,好,整体,正面
256,活动,不错,整体,正面
256,_,快,物流,正面
257,_,好,整体,正面
258,_,好用,整体,正面
258,_,好,整体,正面
259,_,好,整体,正面
259,_,好小,尺寸,负面
260,_,失望,整体,负面
260,_,坏了,包装,负面
261,_,好用,整体,正面
261,_,好,整体,正面
262,好评,好用,整体,正面
262,_,好评,整体,正面
263,盒子,物有所值,整体,正面
264,_,好,整体,正面
264,_,不好,整体,负面
265,_,还可以,整体,正面
265,_,可以,整体,正面
266,效果,还可以,整体,正面
266,提亮肤色,可以,整体,正面
267,_,好用,整体,正面
267,_,好,整体,正面
268,_,不错,整体,正面
269,味道,油,使用体验,负面
269,效果,辣眼睛,使用体验,负面
270,精华,好,整体,正面
270,_,喜欢,整体,正面
271,_,很喜欢,整体,正面
271,_,好,整体,正面
272,物流,很快,物流,正面
272,包装,快,物流,正面
273,价格,不错,整体,正面
273,活动,补水,功效,正面
274,香味,好用,整体,正面
274,味,好,整体,正面
275,产品,很好,整体,正面
275,_,很好用,整体,正面
276,遮瑕,卡粉,使用体验,负面
276,卡粉,差,整体,负面
277,补水效果,很好,整体,正面
277,补水,好,整体,正面
278,效果,一般,整体,中性
278,泡泡,细腻,使用体验,正面
279,快递,很好,整体,正面
279,服务,很快,物流,正面
280,效果,不错,整体,正面
280,到货,是正品,真伪,正面
281,味道,细腻,使用体验,正面
281,泡沫,没有,包装,负面
282,水,正品,真伪,正面
282,_,水润,使用体验,正面
283,包装,好,整体,正面
283,活动,划算,价格,正面
284,质量,没,价格,负面
284,量,长痘,使用体验,负面
285,卡粉,不错,整体,正面
285,_,还不错,整体,正面
286,_,好用,整体,正面
286,_,好,整体,正面
287,_,挺好的,整体,正面
287,_,好,整体,正面
288,物流,很快,物流,正面
288,卸妆,快,物流,正面
289,_,好用,整体,正面
289,_,好,整体,正面
290,_,真品,真伪,正面
291,补水效果,很好,整体,正面
291,补水,好,整体,正面
292,_,很好,整体,正面
292,_,很好用,整体,正面
293,_,不错,整体,正面
293,_,清爽,使用体验,正面
294,水,自然,功效,正面
294,白的,服帖,使用体验,正面
295,_,很多,成分,正面
295,_,多,成分,正面
296,_,很好,整体,正面
296,_,很好用,整体,正面
297,_,还可以,整体,正面
297,_,可以,整体,正面
298,赠品,好,整体,正面
298,_,优惠,价格,正面
299,物流,不错,整体,正面
299,_,很快,物流,正面
300,价格,很棒,整体,正面
300,价,棒,物流,正面
301,_,滑滑的,使用体验,正面
301,_,不干,使用体验,正面
302,包装,好,整体,正面
302,外包装,真好,物流,正面
303,_,不错,整体,正面
303,_,很舒服,使用体验,正面
304,好评,不错,整体,正面
304,_,好评,整体,正面
305,礼品,很喜欢,整体,正面
305,小礼品,喜欢,整体,正面
306,_,实惠,价格,正面
306,_,没,价格,负面
307,_,很好,整体,正面
307,_,很好用,整体,正面
308,_,不错,整体,正面
309,快递,快,物流,正面
309,_,很满意,整体,正面
310,粉底,很少,使用体验,负面
310,_,少,使用体验,负面
311,_,不错,整体,正面
311,_,很好,整体,正面
312,_,还可以,整体,正面
312,_,可以,整体,正面
313,效果,不错,整体,正面
313,遮瑕效果,可以,整体,正面
314,_,有点小,尺寸,负面
315,_,好,整体,正面
315,_,实惠,价格,正面
316,_,很好,整体,正面
316,_,好,整体,正面
317,精华,差评,整体,负面
317,_,太小,尺寸,负面
318,效果,还可以,整体,正面
318,上妆效果,可以,整体,正面
319,价格,是正品,真伪,正面
319,赠品,正品,真伪,正面
320,价格,不错,整体,正面
320,保湿,很好,整体,正面
321,速度,快,物流,正面
321,_,超快,物流,正面
322,价,物美价廉,价格,正面
322,_,贵,价格,负面
323,包装,很好,整体,正面
323,效果,好,整体,正面
324,补水效果,很好,整体,正面
324,补水,好,整体,正面
325,价格,高,价格,正面
325,价,强,功效,正面
326,保湿效果,很好,整体,正面
326,效果,好,整体,正面
327,质量,很喜欢,整体,正面
327,量,好,整体,正面
328,_,不错,整体,正面
328,_,好用,整体,正面
329,_,不错,整体,正面
329,_,好,整体,正面
330,隔离,不错,整体,正面
330,_,好,整体,正面
331,效果,很服帖,使用体验,正面
331,_,服帖,使用体验,正面
332,_,不错,整体,正面
332,_,很不错,整体,正面
333,提亮肤色,不油腻,使用体验,正面
333,提亮,提亮肤色,功效,正面
334,味道,好,整体,正面
334,保湿效果,保湿,功效,正面
335,速度,不错,整体,正面
335,_,很快,物流,正面
336,保湿,保湿,功效,正面
336,提亮肤色,提亮肤色,功效,正面
337,物流,不错,整体,正面
337,_,很好,整体,正面
338,速度,快,物流,正面
338,价钱,给力,物流,正面
339,_,有点干,使用体验,负面
340,送货,不错,整体,正面
340,隔离,很快,物流,正面
341,_,很好,整体,正面
341,_,很喜欢,整体,正面
342,_,不油腻,使用体验,正面
342,_,很自然,功效,正面
343,泡沫,很多,成分,正面
343,_,划算,价格,正面
344,速度,快,物流,正面
344,发货,实惠,价格,正面
345,_,好,整体,正面
345,_,不紧绷,使用体验,正面
346,物流,快,物流,正面
346,包装,满意,整体,正面
347,补水,不错,整体,正面
347,水,补水,功效,正面
348,酒精味,_,气味,负面
348,味,_,气味,正面
349,_,不错,整体,正面
349,_,还不错,整体,正面
350,效果,好,整体,正面
350,白的,没,价格,负面
351,效果,不错,整体,正面
351,_,还不错,整体,正面
352,_,没,价格,负面
352,_,没什么,使用体验,负面
353,_,不错,整体,正面
353,_,很不错,整体,正面
354,_,可以,整体,正面
354,_,还算可以,功效,正面
355,持久情况,可以,整体,正面
355,持久,油,使用体验,负面
356,味道,很好,整体,正面
356,味,好,整体,正面
357,价格,不错,整体,正面
357,乳液,还不错,整体,正面
358,保湿效果,好,整体,正面
358,效果,非常好,整体,正面
359,_,不错,整体,正面
359,_,看起来不错,整体,正面
360,水,快,物流,正面
360,_,很水润,使用体验,正面
361,_,不错,整体,正面
361,_,不油腻,使用体验,正面
362,味道,好用,整体,正面
362,味,好,整体,正面
363,_,好用,整体,正面
363,_,好,整体,正面
364,隔离,不错,整体,正面
364,_,好,整体,正面
365,补水效果,好,整体,正面
365,补水,非常好,整体,正面
366,快递,快,物流,正面
366,_,很给力,物流,正面
367,_,还可以,整体,正面
367,_,可以,整体,正面
368,效果,挺好的,整体,正面
368,_,好,整体,正面
369,_,好用,整体,正面
369,_,好,整体,正面
370,价,不错,整体,正面
370,_,货真价实,整体,正面
371,_,好用,整体,正面
371,_,好,整体,正面
372,物流,快,物流,正面
372,赠品,好,整体,正面
373,物流,不错,整体,正面
373,包装,很好,整体,正面
374,快递,快,物流,正面
374,到货,好,整体,正面
375,_,好,整体,正面
375,_,喜欢,整体,正面
376,速度,快,物流,正面
376,质量,就是快,物流,正面
377,精华,很好,整体,正面
377,_,好,整体,正面
378,价格,实惠,价格,正面
378,卸妆,可以,整体,正面
379,保湿,保湿,功效,正面
379,_,很棒,整体,正面
380,效果,不错,整体,正面
380,卸妆,还不错,整体,正面
381,日期,好,整体,正面
381,_,还好,整体,正面
382,_,不错,整体,正面
382,_,支持,整体,正面
383,_,很好,整体,正面
383,_,很好用,整体,正面
384,隔离,还行,整体,正面
384,_,自然,功效,正面
385,味道,快,物流,正面
385,快递,喜欢,整体,正面
386,_,很服帖,使用体验,正面
386,_,很滋润,使用体验,正面
387,_,很好,整体,正面
387,_,很好用,整体,正面
388,效果,好用,整体,正面
388,控油效果,好,整体,正面
389,质量,很喜欢,整体,正面
389,量,好,整体,正面
390,_,不错,整体,正面
390,_,喜欢,整体,正面
391,_,好用,整体,正面
391,_,好,整体,正面
392,隔离,好,整体,正面
392,_,还好,整体,正面
393,价格,好用,整体,正面
393,上妆,好,整体,正面
394,香味,很自然,功效,正面
394,保湿,自然,功效,正面
395,_,很好,整体,正面
395,_,很好用,整体,正面
396,_,好,整体,正面
396,_,不紧绷,使用体验,正面
397,补水,补水,功效,正面
397,水,强,功效,正面
398,保湿效果,不错,整体,正面
398,效果,保湿,功效,正面
399,物流,快,物流,正面
399,快递,喜欢,整体,正面
400,包装,很好,整体,正面
400,快递,还可以,整体,正面
401,_,很好,整体,正面
401,_,很好用,整体,正面
402,_,好用,整体,正面
402,_,挺好的,整体,正面
403,_,非常舒服,使用体验,正面
403,_,舒服,使用体验,正面
404,效果,很好,整体,正面
404,_,好,整体,正面
405,活动,好用,整体,正面
405,_,好,整体,正面
406,盖子,差,整体,负面
407,好评,好评,整体,正面
407,_,好,整体,正面
408,补水效果,不错,整体,正面
408,补水,喜欢,整体,正面
409,_,不错,整体,正面
409,_,应该不错,整体,正面
410,产品,物美价廉,价格,正面
410,价,可以,整体,正面
411,_,不错,整体,正面
411,_,不油腻,使用体验,正面
412,物流,不错,整体,正面
412,活动,很快,物流,正面
413,价格,还可以,整体,正面
413,活动,实惠,价格,正面
414,_,很划算,价格,正面
414,_,划算,价格,正面
415,_,喜欢,整体,正面
415,_,正品,真伪,正面
416,_,好用,整体,正面
416,_,好,整体,正面
417,价格,好用,整体,正面
417,价,挺好的,整体,正面
418,_,不错,整体,正面
418,_,很不错,整体,正面
419,_,不错,整体,正面
419,_,很不错,整体,正面
420,价,很小,尺寸,负面
420,_,没,价格,负面
421,补水效果,很好,整体,正面
421,补水,很喜欢,整体,正面
422,活动,不错,整体,正面
422,_,非常不错,整体,正面
423,肤色,没有,包装,负面
423,_,没,价格,负面
424,精华,好,整体,正面
424,_,多,成分,正面
425,味道,不错,整体,正面
425,效果,好,整体,正面
426,物流,不错,整体,正面
426,速度,很喜欢,整体,正面
427,水,实惠,价格,正面
427,价,便宜,价格,正面
428,酒精味,_,气味,负面
428,味,_,气味,正面
429,快递,不错,整体,正面
429,服务,快,物流,正面
430,护肤,好评,整体,正面
430,好评,好,整体,正面
431,物流,快,物流,正面
431,_,不油腻,使用体验,正面
432,_,不错,整体,正面
432,_,挺不错的,整体,正面
433,物流,不错,整体,正面
433,_,快,物流,正面
434,_,不错,整体,正面
434,_,还不错,整体,正面
435,_,很好,整体,正面
435,_,很好用,整体,正面
436,_,很好,整体,正面
436,_,很好用,整体,正面
437,_,不错,整体,正面
437,_,挺不错的,整体,正面
438,价,不错,整体,正面
438,_,好用,整体,正面
439,好评,好评,整体,正面
439,_,好,整体,正面
440,_,很好,整体,正面
440,_,很喜欢,整体,正面
441,精华,还可以,整体,正面
441,价位,可以,整体,正面
442,_,很好,整体,正面
442,_,很好用,整体,正面
443,_,很好,整体,正面
443,_,很好用,整体,正面
444,_,划算,价格,正面
444,_,赞,整体,正面
445,味道,好用,整体,正面
445,味,好,整体,正面
446,_,很喜欢,整体,正面
446,_,好,整体,正面
447,精华,好用,整体,正面
447,_,好,整体,正面
448,物流,挺好的,整体,正面
448,_,很快,物流,正面
449,_,还可以,整体,正面
449,_,挺好的,整体,正面
450,好评,好评,整体,正面
450,_,好,整体,正面
451,补水,还可以,整体,正面
451,水,可以,整体,正面
452,_,不错,整体,正面
452,_,很好,整体,正面
453,效果,没有,包装,负面
453,保质期,没,价格,负面
454,物流,很快,物流,正面
454,_,快,物流,正面
455,_,大,价格,正面
455,_,支持,整体,正面
456,速度,很好,整体,正面
456,质量,快,物流,正面
457,快递,不错,整体,正面
457,速度,很快,物流,正面
458,效果,好,整体,正面
458,隔离效果,不刺激,使用体验,正面
459,物流,挺好的,整体,正面
459,_,快,物流,正面
460,赠品,好用,整体,正面
460,_,好,整体,正面
461,效果,不错,整体,正面
461,_,很好,整体,正面
462,_,很喜欢,整体,正面
462,_,喜欢,整体,正面
463,_,不错,整体,正面
463,_,感觉不错,整体,正面
464,_,正品,真伪,正面
464,_,像正品,真伪,正面
465,配送,快,物流,正面
465,到货,蛮快的,物流,正面
466,_,快,物流,正面
466,_,多,成分,正面
467,香味,不错,整体,正面
467,服务,还不错,整体,正面
468,_,好用,整体,正面
468,_,很喜欢,整体,正面
469,保湿,很喜欢,整体,正面
469,_,喜欢,整体,正面
470,_,好用,整体,正面
470,_,好,整体,正面
471,快递,快,物流,正面
471,_,杠杠滴,功效,正面
472,_,好用,整体,正面
472,_,好,整体,正面
473,_,刺痛,使用体验,负面
473,_,不推荐,整体,负面
474,_,不错,整体,正面
474,_,还不错,整体,正面
475,补水,不错,整体,正面
475,水,还不错,整体,正面
476,效果,很划算,价格,正面
476,卸妆,划算,价格,正面
477,_,油,使用体验,负面
478,快递,快,物流,正面
478,快递小哥,好评,整体,正面
479,赠品,没,价格,负面
479,价,没用,整体,负面
480,香味,很舒服,使用体验,正面
480,吸收,润润的,使用体验,正面
481,速度,不错,整体,正面
481,_,很快,物流,正面
482,效果,差,整体,负面
482,上妆效果,_,功效,正面
483,物流,快,物流,正面
483,发货,好,整体,正面
484,价,不错,整体,正面
484,_,真心不错,整体,正面
485,吸收,好用,整体,正面
485,_,快,物流,正面
486,_,好,整体,正面
486,_,不好,整体,负面
487,_,好,整体,正面
487,_,挺好,整体,正面
488,服务,很好,整体,正面
488,服务态度,好,整体,正面
489,活动,很好,整体,正面
489,_,很好用,整体,正面
490,_,不错,整体,正面
490,_,超值,价格,正面
491,_,好,整体,正面
491,_,喜欢,整体,正面
492,包装,_,包装,正面
493,包装,不错,整体,正面
493,香味,很好,整体,正面
494,_,便宜,价格,正面
495,_,好,整体,正面
495,_,还好,整体,正面
496,_,还行,整体,正面
497,_,很好,整体,正面
497,_,很好用,整体,正面
498,_,很好,整体,正面
498,_,很好用,整体,正面
499,产品,不错,整体,正面
499,_,还不错,整体,正面
500,_,很好,整体,正面
500,_,好,整体,正面
501,酒精味,舒服,使用体验,正面
501,味,黏黏的,使用体验,负面
502,活动,好,整体,正面
502,_,一直用,整体,正面
503,_,好用,整体,正面
503,_,好,整体,正面
504,量,不错,整体,正面
504,_,很好,整体,正面
505,_,不错,整体,正面
505,_,还不错,整体,正面
506,礼品,不错,整体,正面
506,_,确实不错,整体,正面
507,_,很好,整体,正面
507,_,很好用,整体,正面
508,保湿效果,不错,整体,正面
508,效果,很好,整体,正面
509,_,是正品,真伪,正面
509,_,便宜,价格,正面
510,_,不错,整体,正面
510,_,喜欢,整体,正面
511,_,不错,整体,正面
511,_,很大,价格,正面
512,价格,不错,整体,正面
512,质量,还不错,整体,正面
513,_,好用,整体,正面
513,_,好,整体,正面
514,_,很好,整体,正面
514,_,很好用,整体,正面
515,物流,很好,整体,正面
515,包装,很好用,整体,正面
516,物流,快,物流,正面
516,包装,好,整体,正面
